0.19774,0.1966,0.36856,0.19754,0.1964,0.36848,0.19742,0.1962,0.36862,0.19719,0.1959,0.36827
0.41209,0.305,0.3824,0.37932,0.57,0.41171,0.30652,0.2445,0.93983,0.7249,0.7538,1.0124
0.81789,0.5158,0.40947,0.72383,1.2743,0.49268,0.5217,0.3447,2.04,1.7272,1.8095,2.2593
1.7805,1.0177,0.46577,1.5414,2.9489,0.67869,1.0435,0.5864,4.7096,4.124,4.3287,5.2848
3.3642,1.8439,0.55946,2.8943,5.7223,0.98621,1.9223,0.9896,9.2007,8.0907,8.4923,10.368
5.5925,3.0072,0.69325,4.7981,9.6295,1.4234,3.175,1.5621,15.603,13.649,14.314,17.579
8.4596,4.5057,0.86435,7.2414,14.645,1.981,4.8007,2.2995,23.932,20.775,21.775,26.908
11.892,6.2987,1.0771,10.169,20.66,2.6553,6.7868,3.1951,34.088,29.288,30.651,38.113
15.788,8.334,1.3178,13.493,27.484,3.4233,9.0449,4.2131,45.666,38.999,40.79,50.948
20.377,10.733,1.6029,17.388,35.486,4.3242,11.695,5.401,59.19,50.129,52.399,65.633
25.608,13.464,1.9269,21.883,44.716,5.361,14.651,6.7275,74.318,62.921,65.728,82.424
31.364,16.474,2.2804,26.719,54.642,6.4734,17.885,8.1997,90.887,76.246,79.647,99.795
37.766,19.817,2.6692,32.064,65.582,7.6895,21.373,9.7915,108.71,91.543,95.62,119.41
45.35,23.777,3.1211,38.534,78.789,9.1845,25.509,11.677,129.87,109.52,114.42,142.09
54.471,28.544,3.6395,46.168,94.38,10.921,30.244,13.884,153.93,130.67,136.63,167.97
65.335,34.209,4.245,55.187,112.67,12.907,35.483,16.393,180.65,155.22,162.52,196.57
76.019,39.782,4.7873,63.947,130.34,14.826,40.055,18.701,203.9,178.87,187.63,221.69
87.449,45.724,5.2173,72.978,148.24,16.651,43.359,20.727,220.24,202.6,213.56,240.35
